Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
12,1,0,0,1,3,1,53,911297469,87,255,73,6,58133,443,1,0,0,0,3,3232270669,6,443,443,2317,54,448,87.0,178.23076923076923,0.9118954512495744,-1.0269758696535023,24415.56213017751,317.0,87.0,230.0,1875,20,414,53.0,144.23076923076923,0.9118954512495744,-1.0269758696535023,24415.56213017751,283.0,53.0,230.0,1633440886.95138,0.0170481204986572,0.2387928962707512
13,1,0,0,1,1,3,20,3232270669,54,229,40,6,443,58133,1,0,0,0,3,3232270669,6,443,58133,2371,54,448,87.0,169.35714285714286,1.021247948691332,-0.8089857106737695,23695.229591836727,260.25,62.25,198.0,1895,20,414,53.0,135.35714285714286,1.021247948691332,-0.8089857106737695,23695.229591836727,226.25,28.25,198.0,1633440886.980263,0.0288829803466796,0.2676758766174308
14,0,1,0,0,1,2,104,3232270669,138,128,124,17,53,18638,2,0,0,0,3,3232270669,6,443,58133,2509,54,448,87.0,167.26666666666668,1.09421412139122,-0.6050297512681011,22176.72888888889,227.5,70.5,157.0,1999,20,414,53.0,133.26666666666668,1.09421412139122,-0.6050297512681011,22176.72888888889,193.5,36.5,157.0,1633440886.991582,0.0113189220428466,0.27899479866027743
15,1,0,0,1,3,1,28,916759411,62,255,48,6,58155,443,2,0,0,0,4,3232270669,6,443,443,2571,54,448,87.0,160.6875,1.1908195052727009,-0.3791468883024551,21439.96484375,182.75,60.0,122.75,2027,20,414,53.0,126.6875,1.1908195052727009,-0.3791468883024551,21439.96484375,148.75,26.0,122.75,1633440886.996441,0.0048589706420898,0.2838537693023672
16,1,0,0,1,1,3,28,3232270669,62,227,48,6,443,58155,2,0,0,0,4,3232270669,6,443,58133,2633,54,448,87.0,154.88235294117646,1.2819632799807592,-0.1483532364064772,20717.98615916955,138.0,62.0,76.0,2055,20,414,53.0,120.88235294117646,1.2819632799807592,-0.1483532364064772,20717.98615916955,104.0,28.0,76.0,1633440887.026979,0.0305380821228027,0.3143918514251699
17,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,2687,54,448,87.0,149.27777777777777,1.3655542511120269,0.0818866388261865,20100.978395061727,126.0,56.0,70.0,2075,20,414,53.0,115.27777777777776,1.3655542511120269,0.0818866388261865,20100.978395061727,92.0,22.0,70.0,1633440887.034705,0.0077259540557861,0.322117805480956
18,1,0,0,1,3,1,203,916759411,237,255,223,6,58155,443,2,0,0,0,4,3232270669,6,443,443,2924,54,448,87.0,153.89473684210526,1.2753245850901969,-0.041438489290793,19426.725761772854,187.5,58.0,129.5,2278,20,414,53.0,119.89473684210526,1.2753245850901969,-0.041438489290793,19426.725761772854,153.5,24.0,129.5,1633440887.034705,0.0,0.322117805480956
19,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,2978,54,448,87.0,148.9,1.349437351263591,0.1622035955142675,18929.390000000003,162.75,54.0,108.75,2298,20,414,53.0,114.9,1.349437351263591,0.1622035955142675,18929.390000000003,128.75,20.0,108.75,1633440887.064052,0.0293471813201904,0.35146498680114635
20,1,0,0,1,1,3,120,3232270669,154,228,140,6,443,58155,2,0,0,0,4,3232270669,6,443,443,154,154,154,154.0,154.0,0.0,-3.0,0.0,154.0,154.0,0.0,120,120,120,120.0,120.0,0.0,-3.0,0.0,120.0,120.0,0.0,1633440887.064105,5.292892456054688e-05,0.3515179157257069
21,1,0,0,1,1,3,1480,3232270669,1514,228,1500,6,443,58155,2,0,0,0,4,3232270669,6,443,443,1668,154,1514,834.0,834.0,0.0,-2.0,462400.0,1174.0,494.0,680.0,1600,120,1480,800.0,800.0,0.0,-2.0,462400.0,1140.0,460.0,680.0,1633440887.064504,0.0003988742828369,0.3519167900085438
22,1,0,0,1,1,3,1480,3232270669,1514,228,1500,6,443,58155,2,0,0,0,4,3232270669,6,443,443,3182,154,1514,1514.0,1060.6666666666667,-0.7071067811865477,-1.4999999999999996,411022.2222222223,1514.0,834.0,680.0,3080,120,1480,1480.0,1026.6666666666667,-0.7071067811865477,-1.4999999999999996,411022.2222222223,1480.0,800.0,680.0,1633440887.064554,5.0067901611328125e-05,0.35196685791015514
23,1,0,0,1,1,3,1177,3232270669,1211,228,1197,6,443,58155,2,0,0,0,4,3232270669,6,443,443,4393,154,1514,1362.5,1098.25,-0.9970793880082496,-0.8115672538329122,312504.1875,1514.0,946.75,567.25,4257,120,1480,1328.5,1064.25,-0.9970793880082496,-0.8115672538329122,312504.1875,1480.0,912.75,567.25,1633440887.06485,0.0002961158752441,0.3522629737853992
24,1,0,0,1,1,3,358,3232270669,392,228,378,6,443,58155,2,0,0,0,4,3232270669,6,443,443,4785,154,1514,1211.0,957.0,-0.3549395140464697,-1.6865390614105529,329809.6,1514.0,392.0,1122.0,4615,120,1480,1177.0,923.0,-0.3549395140464697,-1.6865390614105529,329809.6,1480.0,358.0,1122.0,1633440887.064897,4.696846008300781e-05,0.35230994224548223
25,1,0,0,1,1,3,29,3232270669,63,228,49,6,443,58155,2,0,0,0,4,3232270669,6,443,443,4848,63,1514,801.5,808.0,0.0028032995082852,-1.831033979010176,385846.3333333333,1438.25,213.5,1224.75,4644,29,1480,767.5,774.0,0.0028032995082852,-1.831033979010176,385846.3333333333,1404.25,179.5,1224.75,1633440887.064929,3.1948089599609375e-05,0.35234189033508184
26,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,4902,54,1514,392.0,700.2857142857143,0.27617053387928,-1.7678401417692844,400339.6326530613,1362.5,108.5,1254.0,4664,20,1480,358.0,666.2857142857143,0.27617053387928,-1.7678401417692844,400339.6326530613,1328.5,74.5,1254.0,1633440887.07304,0.0081110000610351,0.36045289039611694
27,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,4956,54,1514,273.0,619.5,0.4974887610896895,-1.6026095156852185,395981.5,1286.75,60.75,1226.0,4684,20,1480,239.0,585.5,0.4974887610896895,-1.6026095156852185,395981.5,1252.75,26.75,1226.0,1633440887.081168,0.0081279277801513,0.36858081817626825
28,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,5010,54,1514,154.0,556.6666666666666,0.6846739200646131,-1.3829529698618654,383567.77777777775,1211.0,54.0,1157.0,4704,20,1480,120.0,522.6666666666666,0.6846739200646131,-1.3829529698618654,383567.77777777775,1177.0,20.0,1157.0,1633440887.081168,0.0,0.36858081817626825
29,1,0,0,1,3,1,95,916759411,129,255,115,6,58155,443,2,0,0,0,4,3232270669,6,443,443,5139,54,1514,141.5,513.9,0.8507396415567173,-1.1259086712116653,361671.89,1006.25,56.25,950.0,4799,20,1480,107.5,479.9,0.8507396415567173,-1.1259086712116653,361671.89,972.25,22.25,950.0,1633440887.609415,0.5282471179962158,0.896827936172484
30,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,5193,54,1514,129.0,472.09090909090907,0.9956698456065596,-0.8548056542930049,346272.62809917354,801.5,54.0,747.5,4819,20,1480,95.0,438.09090909090907,0.9956698456065596,-0.8548056542930049,346272.62809917354,767.5,20.0,747.5,1633440887.638631,0.0292160511016845,0.9260439872741685
31,1,0,0,1,3,1,71,916759411,105,255,91,6,58155,443,2,0,0,0,4,3232270669,6,443,443,5298,54,1514,117.0,441.5,1.1298227156275673,-0.566048300070765,327710.4166666667,596.75,54.0,542.75,4890,20,1480,83.0,407.5,1.1298227156275673,-0.566048300070765,327710.4166666667,562.75,20.0,542.75,1633440887.656165,0.0175337791442871,0.9435777664184556
32,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,5352,54,1514,105.0,411.6923076923077,1.2508226295006402,-0.2725520136813553,313163.90532544383,392.0,54.0,338.0,4910,20,1480,71.0,377.6923076923077,1.2508226295006402,-0.2725520136813553,313163.90532544383,358.0,20.0,338.0,1633440887.685323,0.0291581153869628,0.9727358818054184
33,1,0,0,1,1,3,139,3232270669,173,228,159,6,443,58155,2,0,0,0,4,3232270669,6,443,443,5525,54,1514,117.0,394.6428571428572,1.361337887854828,0.0301816322731007,294573.9438775511,337.25,54.0,283.25,5049,20,1480,83.0,360.6428571428572,1.361337887854828,0.0301816322731007,294573.9438775511,303.25,20.0,283.25,1633440887.685378,5.507469177246094e-05,0.9727909564971908
34,1,0,0,1,1,3,71,3232270669,105,228,91,6,443,58155,2,0,0,0,4,3232270669,6,443,443,5630,54,1514,105.0,375.3333333333333,1.4684878843221916,0.3390458128315372,280155.6888888889,282.5,54.0,228.5,5120,20,1480,71.0,341.3333333333333,1.4684878843221916,0.3390458128315372,280155.6888888889,248.5,20.0,228.5,1633440887.685411,3.2901763916015625e-05,0.9728238582611068
35,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,5684,54,1514,105.0,355.25,1.567114419011849,0.6461488161009048,268696.0625,227.75,54.0,173.75,5140,20,1480,71.0,321.25,1.567114419011849,0.6461488161009048,268696.0625,193.75,20.0,173.75,1633440887.69259,0.0071790218353271,0.980002880096434
36,1,0,0,1,3,1,211,916759411,245,255,231,6,58155,443,2,0,0,0,4,3232270669,6,443,443,5929,54,1514,105.0,348.7647058823529,1.6469404017970437,0.9374819523508696,253563.3564013841,245.0,54.0,191.0,5351,20,1480,71.0,314.7647058823529,1.6469404017970437,0.9374819523508696,253563.3564013841,211.0,20.0,191.0,1633440887.693103,0.0005130767822265,0.9805159568786604
37,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,5983,54,1514,105.0,332.3888888888889,1.7351045769721285,1.245306018484004,244035.3487654321,227.0,54.0,173.0,5371,20,1480,71.0,298.3888888888889,1.7351045769721285,1.245306018484004,244035.3487654321,193.0,20.0,173.0,1633440887.777818,0.0847148895263671,1.0652308464050275
38,1,0,0,1,3,1,1150,916759411,1184,255,1170,6,58155,443,2,0,0,0,4,3232270669,6,443,443,7167,54,1514,105.0,377.2105263157895,1.4079362503134216,0.2048766451913706,267353.0083102493,318.5,54.0,264.5,6521,20,1480,71.0,343.2105263157895,1.4079362503134216,0.2048766451913706,267353.0083102493,284.5,20.0,264.5,1633440887.78104,0.0032219886779785,1.068452835083006
39,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,7221,54,1514,105.0,361.05,1.485684395952937,0.4363145020225274,258947.4475,281.75,54.0,227.75,6541,20,1480,71.0,327.05,1.485684395952937,0.4363145020225274,258947.4475,247.75,20.0,227.75,1633440887.810559,0.0295190811157226,1.0979719161987287
40,1,0,0,1,1,3,210,3232270669,244,228,230,6,443,58155,2,0,0,0,4,3232270669,6,443,443,244,244,244,244.0,244.0,0.0,-3.0,0.0,244.0,244.0,0.0,210,210,210,210.0,210.0,0.0,-3.0,0.0,210.0,210.0,0.0,1633440887.812168,0.0016088485717773,1.099580764770506
41,1,0,0,1,3,1,51,916759411,85,255,71,6,58155,443,2,0,0,0,4,3232270669,6,443,443,329,85,244,164.5,164.5,0.0,-2.0,6320.25,204.25,124.75,79.5,261,51,210,130.5,130.5,0.0,-2.0,6320.25,170.25,90.75,79.5,1633440887.817981,0.0058131217956542,1.1053938865661603
42,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,383,54,244,85.0,127.66666666666669,0.6342443017568536,-1.5000000000000002,6926.88888888889,164.5,69.5,95.0,281,20,210,51.0,93.66666666666669,0.6342443017568536,-1.5000000000000002,6926.88888888889,130.5,35.5,95.0,1633440887.817981,0.0,1.1053938865661603
43,1,0,0,1,3,1,28,916759411,62,255,48,6,58156,443,2,0,0,0,4,3232270669,6,443,443,445,54,244,73.5,111.25,1.0824732688241117,-0.7274103222389696,6003.6875,124.75,60.0,64.75,309,20,210,39.5,77.25,1.0824732688241117,-0.7274103222389696,6003.6875,90.75,26.0,64.75,1633440887.828245,0.0102639198303222,1.1156578063964826
44,1,0,0,1,1,3,51,3232270669,85,227,71,6,443,58155,2,0,0,0,4,3232270669,6,443,443,530,54,244,85.0,106.0,1.3843486912620162,0.0996671789969054,4913.2,85.0,62.0,23.0,360,20,210,51.0,72.0,1.3843486912620162,0.0996671789969054,4913.2,51.0,28.0,23.0,1633440887.847365,0.0191199779510498,1.1347777843475324
45,1,0,0,1,1,3,20,3232270669,54,227,40,6,443,58155,2,0,0,0,4,3232270669,6,443,443,584,54,244,73.5,97.33333333333331,1.6420800987923596,0.9321579148170884,4469.88888888889,85.0,56.0,29.0,380,20,210,39.5,63.333333333333336,1.6420800987923598,0.9321579148170892,4469.888888888888,51.0,22.0,29.0,1633440887.847421,5.602836608886719e-05,1.1348338127136213
46,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,638,54,244,62.0,91.14285714285714,1.8725967431243205,1.7842131017205176,4061.2653061224487,85.0,54.0,31.0,400,20,210,28.0,57.142857142857146,1.8725967431243205,1.7842131017205176,4061.2653061224487,51.0,20.0,31.0,1633440887.855873,0.0084521770477294,1.1432859897613508
47,1,0,0,1,3,1,20,916759411,54,255,40,6,58155,443,2,0,0,0,4,3232270669,6,443,443,692,54,244,58.0,86.5,2.0817128051785616,2.648897225691428,3704.5,85.0,54.0,31.0,420,20,210,24.0,52.5,2.0817128051785616,2.648897225691428,3704.5,51.0,20.0,31.0,1633440887.855873,0.0,1.1432859897613508
48,1,0,0,1,1,3,24,3232270669,58,227,44,6,443,58156,2,0,0,0,4,3232270669,6,443,443,750,54,244,58.0,83.33333333333333,2.280296003813453,3.542242846277568,3373.1111111111118,85.0,54.0,31.0,444,20,210,24.0,49.333333333333336,2.2802960038134525,3.5422428462775635,3373.111111111111,51.0,20.0,31.0,1633440887.858505,0.0026319026947021,1.145917892456053
49,1,0,0,1,3,1,20,916759411,54,255,40,6,58156,443,2,0,0,0,4,3232270669,6,443,443,804,54,244,56.0,80.4,2.4578508177297187,4.419929787195095,3113.24,79.25,54.0,25.25,464,20,210,22.0,46.4,2.45785081772972,4.419929787195096,3113.24,45.25,20.0,25.25,1633440887.876368,0.0178630352020263,1.1637809276580793
50,1,0,0,1,3,1,203,916759411,237,255,223,6,58156,443,2,0,0,0,4,3232270669,6,443,443,1041,54,244,58.0,94.63636363636364,1.5567307631660534,0.5649425758706101,4856.958677685951,85.0,54.0,31.0,667,20,210,24.0,60.63636363636363,1.5567307631660543,0.5649425758706115,4856.958677685951,51.0,20.0,31.0,1633440887.876368,0.0,1.1637809276580793
51,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58156,2,0,0,0,4,3232270669,6,443,443,1095,54,244,56.0,91.25,1.6914360390094,1.012092796461224,4578.354166666667,85.0,54.0,31.0,687,20,210,22.0,57.25,1.6914360390094,1.012092796461224,4578.354166666667,51.0,20.0,31.0,1633440887.905823,0.0294549465179443,1.1932358741760236
52,1,0,0,1,1,3,120,3232270669,154,228,140,6,443,58156,2,0,0,0,4,3232270669,6,443,443,1249,54,244,58.0,96.07692307692308,1.4459491453281614,0.4355453755609053,4505.763313609466,85.0,54.0,31.0,807,20,210,24.0,62.07692307692308,1.4459491453281614,0.4355453755609053,4505.763313609466,51.0,20.0,31.0,1633440887.905879,5.602836608886719e-05,1.1932919025421125
53,1,0,0,1,1,3,1480,3232270669,1514,228,1500,6,443,58156,2,0,0,0,4,3232270669,6,443,443,2763,54,1514,60.0,197.3571428571429,3.160528893872601,8.36165408912637,137533.80102040814,136.75,54.0,82.75,2287,20,1480,26.0,163.35714285714286,3.160528893872601,8.36165408912637,137533.80102040814,102.75,20.0,82.75,1633440887.90627,0.0003910064697265,1.193682909011839
54,1,0,0,1,1,3,1480,3232270669,1514,228,1500,6,443,58156,2,0,0,0,4,3232270669,6,443,443,4277,54,1514,62.0,285.1333333333333,2.088019100283164,2.479423345782253,236230.1155555556,195.5,54.0,141.5,3767,20,1480,28.0,251.13333333333333,2.088019100283164,2.479423345782253,236230.1155555556,161.5,20.0,141.5,1633440887.906331,6.103515625e-05,1.193743944168089
55,1,0,0,1,1,3,1177,3232270669,1211,228,1197,6,443,58156,2,0,0,0,4,3232270669,6,443,443,5488,54,1514,73.5,343.0,1.6028959778894525,0.7197230354419286,271694.0,238.75,54.0,184.75,4944,20,1480,39.5,309.0,1.6028959778894525,0.7197230354419286,271694.0,204.75,20.0,184.75,1633440887.906614,0.0002830028533935,1.1940269470214826
56,1,0,0,1,1,3,358,3232270669,392,228,378,6,443,58156,2,0,0,0,4,3232270669,6,443,443,5880,54,1514,85.0,345.88235294117646,1.6338977346996315,0.9106673922749944,255844.9273356401,244.0,54.0,190.0,5302,20,1480,51.0,311.88235294117646,1.6338977346996315,0.9106673922749944,255844.9273356401,210.0,20.0,190.0,1633440887.906674,5.984306335449219e-05,1.194086790084837
57,1,0,0,1,1,3,29,3232270669,63,228,49,6,443,58156,2,0,0,0,4,3232270669,6,443,443,5943,54,1514,74.0,330.1666666666667,1.7231824146379358,1.2188057482901344,245830.02777777775,242.25,54.0,188.25,5331,20,1480,40.0,296.1666666666667,1.7231824146379358,1.2188057482901344,245830.02777777775,208.25,20.0,188.25,1633440887.906708,3.409385681152344e-05,1.1941208839416486
58,1,0,0,1,3,1,20,916759411,54,255,40,6,58156,443,2,0,0,0,4,3232270669,6,443,443,5997,54,1514,63.0,315.63157894736844,1.807935576939504,1.5274040945034315,236694.44321329647,240.5,54.0,186.5,5351,20,1480,29.0,281.63157894736844,1.807935576939504,1.5274040945034315,236694.44321329647,206.5,20.0,186.5,1633440887.909774,0.003066062927246,1.1971869468688947
59,1,0,0,1,3,1,20,916759411,54,255,40,6,58156,443,2,0,0,0,4,3232270669,6,443,443,6051,54,1514,62.5,302.55,1.889356144347891,1.8377954477982268,228111.1475,238.75,54.0,184.75,5371,20,1480,28.5,268.55,1.889356144347891,1.8377954477982268,228111.1475,204.75,20.0,184.75,1633440887.910741,0.0009670257568359,1.1981539726257306
60,1,0,0,1,3,1,20,916759411,54,255,40,6,58156,443,2,0,0,0,4,3232270669,6,443,443,54,54,54,54.0,54.0,0.0,-3.0,0.0,54.0,54.0,0.0,20,20,20,20.0,20.0,0.0,-3.0,0.0,20.0,20.0,0.0,1633440887.911465,0.0007238388061523,1.198877811431883
61,1,0,0,1,3,1,95,916759411,129,255,115,6,58156,443,2,0,0,0,4,3232270669,6,443,443,183,54,129,91.5,91.5,0.0,-2.0,1406.25,110.25,72.75,37.5,115,20,95,57.5,57.5,0.0,-2.0,1406.25,76.25,38.75,37.5,1633440888.455721,0.5442559719085693,1.7431337833404523
62,1,0,0,1,3,1,95,916759411,129,255,115,6,58156,443,2,0,0,0,4,3232270669,6,443,443,312,54,129,129.0,104.0,-0.7071067811865476,-1.5,1250.0,129.0,91.5,37.5,210,20,95,95.0,70.0,-0.7071067811865476,-1.5,1250.0,95.0,57.5,37.5,1633440888.457054,0.0013329982757568,1.7444667816162092
63,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58156,2,0,0,0,4,3232270669,6,443,443,366,54,129,91.5,91.5,0.0,-2.0,1406.25,129.0,54.0,75.0,230,20,95,57.5,57.5,0.0,-2.0,1406.25,95.0,20.0,75.0,1633440888.485023,0.0279691219329834,1.7724359035491926
64,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58156,2,0,0,0,4,3232270669,6,443,443,420,54,129,54.0,84.0,0.408248290463863,-1.8333333333333333,1350.0,129.0,54.0,75.0,250,20,95,20.0,50.0,0.408248290463863,-1.8333333333333333,1350.0,95.0,20.0,75.0,1633440888.486197,0.001173973083496,1.7736098766326887
65,1,0,0,1,3,1,71,916759411,105,255,91,6,58156,443,2,0,0,0,4,3232270669,6,443,443,525,54,129,79.5,87.5,0.1448963243172217,-1.838770776403757,1186.25,123.0,54.0,69.0,321,20,95,45.5,53.5,0.1448963243172217,-1.838770776403757,1186.25,89.0,20.0,69.0,1633440888.488086,0.0018889904022216,1.7754988670349103
66,1,0,0,1,1,3,20,3232270669,54,228,40,6,443,58156,2,0,0,0,4,3232270669,6,443,443,579,54,129,54.0,82.71428571428571,0.4178316035823253,-1.697586567646162,1154.2040816326532,117.0,54.0,63.0,341,20,95,20.0,48.71428571428572,0.4178316035823247,-1.6975865676461614,1154.204081632653,83.0,20.0,63.0,1633440888.51725,0.0291640758514404,1.8046629428863508
67,1,0,0,1,1,3,139,3232270669,173,228,159,6,443,58156,2,0,0,0,4,3232270669,6,443,443,752,54,173,79.5,94.0,0.4886201229171841,-1.195164853521885,1901.5,129.0,54.0,75.0,480,20,139,45.5,60.0,0.4886201229171841,-1.195164853521885,1901.5,95.0,20.0,75.0,1633440888.517308,5.793571472167969e-05,1.8047208786010724
68,1,0,0,1,1,3,71,3232270669,105,228,91,6,443,58156,2,0,0,0,4,3232270669,6,443,443,857,54,173,105.0,95.22222222222224,0.4260185079468606,-1.0531579395066797,1702.172839506173,129.0,54.0,75.0,551,20,139,71.0,61.22222222222222,0.4260185079468611,-1.0531579395066797,1702.1728395061727,95.0,20.0,75.0,1633440888.517342,3.409385681152344e-05,1.804754972457884
69,1,0,0,1,3,1,20,916759411,54,255,40,6,58156,443,2,0,0,0,4,3232270669,6,443,443,911,54,173,79.5,91.1,0.5903385135497995,-0.9334704959338724,1684.89,123.0,54.0,69.0,571,20,139,45.5,57.1,0.5903385135497993,-0.9334704959338724,1684.89,89.0,20.0,69.0,1633440888.520365,0.0030229091644287,1.8077778816223127
70,1,0,0,1,3,1,211,916759411,245,255,231,6,58156,443,2,0,0,0,4,3232270669,6,443,443,1156,54,245,105.0,105.0909090909091,1.064057556287174,0.2792675139030649,3489.173553719008,129.0,54.0,75.0,782,20,211,71.0,71.0909090909091,1.064057556287174,0.2792675139030649,3489.173553719008,95.0,20.0,75.0,1633440888.523838,0.0034730434417724,1.8112509250640851
71,1,0,0,1,3,1,1480,916759411,1514,255,1500,6,58156,443,2,0,0,0,4,3232270669,6,443,443,2670,54,1514,105.0,222.5,2.906980118438324,6.686937334183616,154832.25,140.0,54.0,86.0,2262,20,1480,71.0,188.5,2.906980118438324,6.686937334183616,154832.25,106.0,20.0,86.0,1633440888.530517,0.0066790580749511,1.8179299831390363
