date,country,price
1966-06-30,"Macedonia, FYR",
1966-06-30,Malta,
1966-06-30,Mexico,
1966-06-30,Malaysia,
1966-06-30,Netherlands,
1966-06-30,Norway,
1966-06-30,New Zealand,
1966-06-30,Peru,
1966-06-30,Philippines,
1966-06-30,Poland,
1966-06-30,Portugal,
1966-06-30,Romania,
1966-06-30,Serbia,
1966-06-30,Russia,
1966-06-30,Sweden,
1966-06-30,Singapore,
1966-06-30,Slovenia,
1966-06-30,Slovak Republic,
1966-06-30,Thailand,
1966-06-30,Turkey,
1966-06-30,United States,
1966-06-30,Euro area,
1966-06-30,South Africa,56.81
1966-09-30,Emerging market economies,
1966-09-30,Advanced economies,
1966-09-30,United Arab Emirates,
1966-09-30,Austria,
1966-09-30,Australia,
1966-09-30,Belgium,
1966-09-30,Bulgaria,
1966-09-30,Brazil,
1966-09-30,Canada,
1966-09-30,Switzerland,
1966-09-30,Chile,
1966-09-30,China,
1966-09-30,Colombia,
1966-09-30,Cyprus,
1966-09-30,Czech Republic,
1966-09-30,Germany,
1966-09-30,Denmark,
1966-09-30,Estonia,
1966-09-30,Spain,
1966-09-30,Finland,
1966-09-30,France,
1966-09-30,United Kingdom,
1966-09-30,Greece,
1966-09-30,Hong Kong SAR,
1966-09-30,Croatia,
1966-09-30,Hungary,
1966-09-30,Indonesia,
1966-09-30,Ireland,
1966-09-30,Israel,
1966-09-30,India,
1966-09-30,Iceland,
1966-09-30,Italy,
1966-09-30,Japan,
1966-09-30,Korea,
1966-09-30,Lithuania,
1966-09-30,Luxembourg,
1966-09-30,Latvia,
1966-09-30,Morocco,
1966-09-30,"Macedonia, FYR",
1966-09-30,Malta,
1966-09-30,Mexico,
1966-09-30,Malaysia,
1966-09-30,Netherlands,
1966-09-30,Norway,
1966-09-30,New Zealand,
1966-09-30,Peru,
1966-09-30,Philippines,
1966-09-30,Poland,
1966-09-30,Portugal,
1966-09-30,Romania,
1966-09-30,Serbia,
1966-09-30,Russia,
1966-09-30,Sweden,
1966-09-30,Singapore,
1966-09-30,Slovenia,
1966-09-30,Slovak Republic,
1966-09-30,Thailand,
1966-09-30,Turkey,
1966-09-30,United States,
1966-09-30,Euro area,
1966-09-30,South Africa,55.86
1966-12-31,Emerging market economies,
1966-12-31,Advanced economies,
1966-12-31,United Arab Emirates,
1966-12-31,Austria,
1966-12-31,Australia,
1966-12-31,Belgium,
1966-12-31,Bulgaria,
1966-12-31,Brazil,
1966-12-31,Canada,
1966-12-31,Switzerland,
1966-12-31,Chile,
1966-12-31,China,
1966-12-31,Colombia,
1966-12-31,Cyprus,
1966-12-31,Czech Republic,
1966-12-31,Germany,
1966-12-31,Denmark,
1966-12-31,Estonia,
1966-12-31,Spain,
1966-12-31,Finland,
1966-12-31,France,
1966-12-31,United Kingdom,
1966-12-31,Greece,
1966-12-31,Hong Kong SAR,
1966-12-31,Croatia,
1966-12-31,Hungary,
1966-12-31,Indonesia,
1966-12-31,Ireland,
1966-12-31,Israel,
1966-12-31,India,
1966-12-31,Iceland,
1966-12-31,Italy,
1966-12-31,Japan,
1966-12-31,Korea,
1966-12-31,Lithuania,
1966-12-31,Luxembourg,
1966-12-31,Latvia,
1966-12-31,Morocco,
1966-12-31,"Macedonia, FYR",
1966-12-31,Malta,
1966-12-31,Mexico,
1966-12-31,Malaysia,
1966-12-31,Netherlands,
1966-12-31,Norway,
1966-12-31,New Zealand,
1966-12-31,Peru,
1966-12-31,Philippines,
1966-12-31,Poland,
1966-12-31,Portugal,
1966-12-31,Romania,
1966-12-31,Serbia,
1966-12-31,Russia,
1966-12-31,Sweden,
1966-12-31,Singapore,
1966-12-31,Slovenia,
1966-12-31,Slovak Republic,
1966-12-31,Thailand,
1966-12-31,Turkey,
1966-12-31,United States,
1966-12-31,Euro area,
1966-12-31,South Africa,57.05
1967-03-31,Emerging market economies,
1967-03-31,Advanced economies,
1967-03-31,United Arab Emirates,
1967-03-31,Austria,
1967-03-31,Australia,
1967-03-31,Belgium,
1967-03-31,Bulgaria,
1967-03-31,Brazil,
1967-03-31,Canada,
1967-03-31,Switzerland,
1967-03-31,Chile,
1967-03-31,China,
1967-03-31,Colombia,
1967-03-31,Cyprus,
1967-03-31,Czech Republic,
1967-03-31,Germany,
1967-03-31,Denmark,
1967-03-31,Estonia,
1967-03-31,Spain,
1967-03-31,Finland,
1967-03-31,France,
1967-03-31,United Kingdom,
1967-03-31,Greece,
1967-03-31,Hong Kong SAR,
1967-03-31,Croatia,
1967-03-31,Hungary,
1967-03-31,Indonesia,
1967-03-31,Ireland,
1967-03-31,Israel,
1967-03-31,India,
1967-03-31,Iceland,
1967-03-31,Italy,
1967-03-31,Japan,
1967-03-31,Korea,
1967-03-31,Lithuania,
1967-03-31,Luxembourg,
1967-03-31,Latvia,
1967-03-31,Morocco,
1967-03-31,"Macedonia, FYR",
1967-03-31,Malta,
1967-03-31,Mexico,
1967-03-31,Malaysia,
1967-03-31,Netherlands,
1967-03-31,Norway,
1967-03-31,New Zealand,
1967-03-31,Peru,
1967-03-31,Philippines,
1967-03-31,Poland,
1967-03-31,Portugal,
1967-03-31,Romania,
1967-03-31,Serbia,
1967-03-31,Russia,
1967-03-31,Sweden,
1967-03-31,Singapore,
1967-03-31,Slovenia,
1967-03-31,Slovak Republic,
1967-03-31,Thailand,
1967-03-31,Turkey,
1967-03-31,United States,
1967-03-31,Euro area,
1967-03-31,South Africa,63.09
1967-06-30,Emerging market economies,
1967-06-30,Advanced economies,
1967-06-30,United Arab Emirates,
1967-06-30,Austria,
1967-06-30,Australia,
1967-06-30,Belgium,
1967-06-30,Bulgaria,
1967-06-30,Brazil,
1967-06-30,Canada,
1967-06-30,Switzerland,
1967-06-30,Chile,
1967-06-30,China,
1967-06-30,Colombia,
1967-06-30,Cyprus,
1967-06-30,Czech Republic,
1967-06-30,Germany,
1967-06-30,Denmark,
1967-06-30,Estonia,
1967-06-30,Spain,
1967-06-30,Finland,
1967-06-30,France,
1967-06-30,United Kingdom,
1967-06-30,Greece,
1967-06-30,Hong Kong SAR,
1967-06-30,Croatia,
1967-06-30,Hungary,
1967-06-30,Indonesia,
1967-06-30,Ireland,
1967-06-30,Israel,
1967-06-30,India,
1967-06-30,Iceland,
1967-06-30,Italy,
1967-06-30,Japan,
1967-06-30,Korea,
1967-06-30,Lithuania,
1967-06-30,Luxembourg,
1967-06-30,Latvia,
1967-06-30,Morocco,
1967-06-30,"Macedonia, FYR",
1967-06-30,Malta,
1967-06-30,Mexico,
1967-06-30,Malaysia,
1967-06-30,Netherlands,
1967-06-30,Norway,
1967-06-30,New Zealand,
1967-06-30,Peru,
1967-06-30,Philippines,
1967-06-30,Poland,
1967-06-30,Portugal,
1967-06-30,Romania,
1967-06-30,Serbia,
1967-06-30,Russia,
1967-06-30,Sweden,
1967-06-30,Singapore,
1967-06-30,Slovenia,
1967-06-30,Slovak Republic,
1967-06-30,Thailand,
1967-06-30,Turkey,
1967-06-30,United States,
1967-06-30,Euro area,
1967-06-30,South Africa,64.43
1967-09-30,Emerging market economies,
1967-09-30,Advanced economies,
1967-09-30,United Arab Emirates,
1967-09-30,Austria,
1967-09-30,Australia,
1967-09-30,Belgium,
1967-09-30,Bulgaria,
1967-09-30,Brazil,
1967-09-30,Canada,
1967-09-30,Switzerland,
1967-09-30,Chile,
1967-09-30,China,
1967-09-30,Colombia,
1967-09-30,Cyprus,
1967-09-30,Czech Republic,
1967-09-30,Germany,
1967-09-30,Denmark,
1967-09-30,Estonia,
1967-09-30,Spain,
1967-09-30,Finland,
1967-09-30,France,
1967-09-30,United Kingdom,
1967-09-30,Greece,
1967-09-30,Hong Kong SAR,
1967-09-30,Croatia,
1967-09-30,Hungary,
1967-09-30,Indonesia,
1967-09-30,Ireland,
1967-09-30,Israel,
1967-09-30,India,
1967-09-30,Iceland,
1967-09-30,Italy,
1967-09-30,Japan,
1967-09-30,Korea,
1967-09-30,Lithuania,
1967-09-30,Luxembourg,
1967-09-30,Latvia,
1967-09-30,Morocco,
1967-09-30,"Macedonia, FYR",
1967-09-30,Malta,
1967-09-30,Mexico,
1967-09-30,Malaysia,
1967-09-30,Netherlands,
1967-09-30,Norway,
1967-09-30,New Zealand,
1967-09-30,Peru,
1967-09-30,Philippines,
1967-09-30,Poland,
1967-09-30,Portugal,
1967-09-30,Romania,
1967-09-30,Serbia,
1967-09-30,Russia,
1967-09-30,Sweden,
1967-09-30,Singapore,
1967-09-30,Slovenia,
1967-09-30,Slovak Republic,
1967-09-30,Thailand,
1967-09-30,Turkey,
1967-09-30,United States,
1967-09-30,Euro area,
1967-09-30,South Africa,65.9
1967-12-31,Emerging market economies,
1967-12-31,Advanced economies,
1967-12-31,United Arab Emirates,
1967-12-31,Austria,
1967-12-31,Australia,
1967-12-31,Belgium,
1967-12-31,Bulgaria,
1967-12-31,Brazil,
1967-12-31,Canada,
1967-12-31,Switzerland,
1967-12-31,Chile,
1967-12-31,China,
1967-12-31,Colombia,
1967-12-31,Cyprus,
1967-12-31,Czech Republic,
1967-12-31,Germany,
1967-12-31,Denmark,
1967-12-31,Estonia,
1967-12-31,Spain,
1967-12-31,Finland,
1967-12-31,France,
1967-12-31,United Kingdom,
1967-12-31,Greece,
1967-12-31,Hong Kong SAR,
1967-12-31,Croatia,
1967-12-31,Hungary,
1967-12-31,Indonesia,
1967-12-31,Ireland,
1967-12-31,Israel,
1967-12-31,India,
1967-12-31,Iceland,
1967-12-31,Italy,
1967-12-31,Japan,
1967-12-31,Korea,
1967-12-31,Lithuania,
1967-12-31,Luxembourg,
1967-12-31,Latvia,
1967-12-31,Morocco,
1967-12-31,"Macedonia, FYR",
1967-12-31,Malta,
1967-12-31,Mexico,
1967-12-31,Malaysia,
1967-12-31,Netherlands,
1967-12-31,Norway,
1967-12-31,New Zealand,
1967-12-31,Peru,
1967-12-31,Philippines,
1967-12-31,Poland,
1967-12-31,Portugal,
1967-12-31,Romania,
1967-12-31,Serbia,
1967-12-31,Russia,
1967-12-31,Sweden,
1967-12-31,Singapore,
1967-12-31,Slovenia,
1967-12-31,Slovak Republic,
1967-12-31,Thailand,
1967-12-31,Turkey,
1967-12-31,United States,
1967-12-31,Euro area,
1967-12-31,South Africa,66.2
1968-03-31,Emerging market economies,
1968-03-31,Advanced economies,
1968-03-31,United Arab Emirates,
1968-03-31,Austria,
1968-03-31,Australia,
1968-03-31,Belgium,
1968-03-31,Bulgaria,
1968-03-31,Brazil,
1968-03-31,Canada,
1968-03-31,Switzerland,
1968-03-31,Chile,
1968-03-31,China,
1968-03-31,Colombia,
1968-03-31,Cyprus,
1968-03-31,Czech Republic,
1968-03-31,Germany,
1968-03-31,Denmark,
1968-03-31,Estonia,
1968-03-31,Spain,
1968-03-31,Finland,
1968-03-31,France,
1968-03-31,United Kingdom,
1968-03-31,Greece,
1968-03-31,Hong Kong SAR,
1968-03-31,Croatia,
1968-03-31,Hungary,
1968-03-31,Indonesia,
1968-03-31,Ireland,
1968-03-31,Israel,
1968-03-31,India,
1968-03-31,Iceland,
1968-03-31,Italy,
1968-03-31,Japan,
1968-03-31,Korea,
1968-03-31,Lithuania,
1968-03-31,Luxembourg,
1968-03-31,Latvia,
1968-03-31,Morocco,
1968-03-31,"Macedonia, FYR",
1968-03-31,Malta,
1968-03-31,Mexico,
1968-03-31,Malaysia,
1968-03-31,Netherlands,
1968-03-31,Norway,
1968-03-31,New Zealand,
1968-03-31,Peru,
1968-03-31,Philippines,
1968-03-31,Poland,
1968-03-31,Portugal,
1968-03-31,Romania,
1968-03-31,Serbia,
1968-03-31,Russia,
1968-03-31,Sweden,
1968-03-31,Singapore,
1968-03-31,Slovenia,
1968-03-31,Slovak Republic,
1968-03-31,Thailand,
1968-03-31,Turkey,
1968-03-31,United States,
1968-03-31,Euro area,
1968-03-31,South Africa,64.87
1968-06-30,Emerging market economies,
1968-06-30,Advanced economies,
1968-06-30,United Arab Emirates,
1968-06-30,Austria,
1968-06-30,Australia,
1968-06-30,Belgium,
1968-06-30,Bulgaria,
1968-06-30,Brazil,
1968-06-30,Canada,
1968-06-30,Switzerland,
1968-06-30,Chile,
1968-06-30,China,
1968-06-30,Colombia,
1968-06-30,Cyprus,
1968-06-30,Czech Republic,
1968-06-30,Germany,
1968-06-30,Denmark,
1968-06-30,Estonia,
1968-06-30,Spain,
1968-06-30,Finland,
1968-06-30,France,
1968-06-30,United Kingdom,22.5
1968-06-30,Greece,
1968-06-30,Hong Kong SAR,
1968-06-30,Croatia,
1968-06-30,Hungary,
1968-06-30,Indonesia,
1968-06-30,Ireland,
1968-06-30,Israel,
1968-06-30,India,
1968-06-30,Iceland,
1968-06-30,Italy,
1968-06-30,Japan,
1968-06-30,Korea,
1968-06-30,Lithuania,
1968-06-30,Luxembourg,
1968-06-30,Latvia,
1968-06-30,Morocco,
1968-06-30,"Macedonia, FYR",
1968-06-30,Malta,
1968-06-30,Mexico,
1968-06-30,Malaysia,
1968-06-30,Netherlands,
1968-06-30,Norway,
1968-06-30,New Zealand,
1968-06-30,Peru,
1968-06-30,Philippines,
1968-06-30,Poland,
1968-06-30,Portugal,
1968-06-30,Romania,
1968-06-30,Serbia,
1968-06-30,Russia,
1968-06-30,Sweden,
1968-06-30,Singapore,
1968-06-30,Slovenia,
1968-06-30,Slovak Republic,
1968-06-30,Thailand,
1968-06-30,Turkey,
1968-06-30,United States,
1968-06-30,Euro area,
1968-06-30,South Africa,65.08
1968-09-30,Emerging market economies,
1968-09-30,Advanced economies,
1968-09-30,United Arab Emirates,
1968-09-30,Austria,
1968-09-30,Australia,
1968-09-30,Belgium,
1968-09-30,Bulgaria,
1968-09-30,Brazil,
1968-09-30,Canada,
1968-09-30,Switzerland,
1968-09-30,Chile,
1968-09-30,China,
1968-09-30,Colombia,
1968-09-30,Cyprus,
1968-09-30,Czech Republic,
1968-09-30,Germany,
1968-09-30,Denmark,
1968-09-30,Estonia,
1968-09-30,Spain,
1968-09-30,Finland,
1968-09-30,France,
1968-09-30,United Kingdom,23.05
1968-09-30,Greece,
1968-09-30,Hong Kong SAR,
1968-09-30,Croatia,
1968-09-30,Hungary,
1968-09-30,Indonesia,
1968-09-30,Ireland,
1968-09-30,Israel,
1968-09-30,India,
1968-09-30,Iceland,
1968-09-30,Italy,
1968-09-30,Japan,
1968-09-30,Korea,
1968-09-30,Lithuania,
1968-09-30,Luxembourg,
1968-09-30,Latvia,
1968-09-30,Morocco,
1968-09-30,"Macedonia, FYR",
1968-09-30,Malta,
1968-09-30,Mexico,
1968-09-30,Malaysia,
1968-09-30,Netherlands,
1968-09-30,Norway,
1968-09-30,New Zealand,
1968-09-30,Peru,
1968-09-30,Philippines,
1968-09-30,Poland,
1968-09-30,Portugal,
1968-09-30,Romania,
1968-09-30,Serbia,
1968-09-30,Russia,
1968-09-30,Sweden,
1968-09-30,Singapore,
1968-09-30,Slovenia,
1968-09-30,Slovak Republic,
1968-09-30,Thailand,
1968-09-30,Turkey,
1968-09-30,United States,
1968-09-30,Euro area,
1968-09-30,South Africa,66.88
1968-12-31,Emerging market economies,
1968-12-31,Advanced economies,
1968-12-31,United Arab Emirates,
1968-12-31,Austria,
1968-12-31,Australia,
1968-12-31,Belgium,
1968-12-31,Bulgaria,
1968-12-31,Brazil,
1968-12-31,Canada,
1968-12-31,Switzerland,
1968-12-31,Chile,
1968-12-31,China,
1968-12-31,Colombia,
1968-12-31,Cyprus,
1968-12-31,Czech Republic,
1968-12-31,Germany,
1968-12-31,Denmark,
1968-12-31,Estonia,
1968-12-31,Spain,
1968-12-31,Finland,
1968-12-31,France,
1968-12-31,United Kingdom,22.78
1968-12-31,Greece,
1968-12-31,Hong Kong SAR,
1968-12-31,Croatia,
1968-12-31,Hungary,
1968-12-31,Indonesia,
1968-12-31,Ireland,
1968-12-31,Israel,
1968-12-31,India,
1968-12-31,Iceland,
1968-12-31,Italy,
1968-12-31,Japan,
1968-12-31,Korea,
1968-12-31,Lithuania,
1968-12-31,Luxembourg,
1968-12-31,Latvia,
1968-12-31,Morocco,
1968-12-31,"Macedonia, FYR",
1968-12-31,Malta,
1968-12-31,Mexico,
1968-12-31,Malaysia,
1968-12-31,Netherlands,
1968-12-31,Norway,
1968-12-31,New Zealand,
1968-12-31,Peru,
1968-12-31,Philippines,
1968-12-31,Poland,
1968-12-31,Portugal,
1968-12-31,Romania,
1968-12-31,Serbia,
1968-12-31,Russia,
1968-12-31,Sweden,
1968-12-31,Singapore,
1968-12-31,Slovenia,
1968-12-31,Slovak Republic,
1968-12-31,Thailand,
1968-12-31,Turkey,
1968-12-31,United States,
1968-12-31,Euro area,
1968-12-31,South Africa,68.94
1969-03-31,Emerging market economies,
1969-03-31,Advanced economies,
1969-03-31,United Arab Emirates,
1969-03-31,Austria,
1969-03-31,Australia,
1969-03-31,Belgium,
1969-03-31,Bulgaria,
1969-03-31,Brazil,
1969-03-31,Canada,
1969-03-31,Switzerland,
1969-03-31,Chile,
1969-03-31,China,
1969-03-31,Colombia,
1969-03-31,Cyprus,
1969-03-31,Czech Republic,
1969-03-31,Germany,
1969-03-31,Denmark,
1969-03-31,Estonia,
1969-03-31,Spain,
1969-03-31,Finland,
1969-03-31,France,
1969-03-31,United Kingdom,22.38
1969-03-31,Greece,
1969-03-31,Hong Kong SAR,
1969-03-31,Croatia,
1969-03-31,Hungary,
1969-03-31,Indonesia,
1969-03-31,Ireland,
1969-03-31,Israel,
1969-03-31,India,
1969-03-31,Iceland,
1969-03-31,Italy,
1969-03-31,Japan,
1969-03-31,Korea,
1969-03-31,Lithuania,
1969-03-31,Luxembourg,
1969-03-31,Latvia,
1969-03-31,Morocco,
1969-03-31,"Macedonia, FYR",
1969-03-31,Malta,
1969-03-31,Mexico,
1969-03-31,Malaysia,
1969-03-31,Netherlands,
1969-03-31,Norway,
1969-03-31,New Zealand,
1969-03-31,Peru,
1969-03-31,Philippines,
1969-03-31,Poland,
1969-03-31,Portugal,
1969-03-31,Romania,
1969-03-31,Serbia,
1969-03-31,Russia,
1969-03-31,Sweden,
1969-03-31,Singapore,
1969-03-31,Slovenia,
1969-03-31,Slovak Republic,
1969-03-31,Thailand,
1969-03-31,Turkey,
1969-03-31,United States,
1969-03-31,Euro area,
1969-03-31,South Africa,69.33
1969-06-30,Emerging market economies,
1969-06-30,Advanced economies,
1969-06-30,United Arab Emirates,
1969-06-30,Austria,
1969-06-30,Australia,
1969-06-30,Belgium,
1969-06-30,Bulgaria,
1969-06-30,Brazil,
1969-06-30,Canada,
1969-06-30,Switzerland,
1969-06-30,Chile,
1969-06-30,China,
1969-06-30,Colombia,
1969-06-30,Cyprus,
1969-06-30,Czech Republic,
1969-06-30,Germany,
1969-06-30,Denmark,
1969-06-30,Estonia,
1969-06-30,Spain,
1969-06-30,Finland,
1969-06-30,France,
1969-06-30,United Kingdom,22.59
1969-06-30,Greece,
1969-06-30,Hong Kong SAR,
1969-06-30,Croatia,
1969-06-30,Hungary,
1969-06-30,Indonesia,
1969-06-30,Ireland,
1969-06-30,Israel,
1969-06-30,India,
1969-06-30,Iceland,
1969-06-30,Italy,
1969-06-30,Japan,
1969-06-30,Korea,
1969-06-30,Lithuania,
1969-06-30,Luxembourg,
1969-06-30,Latvia,
1969-06-30,Morocco,
1969-06-30,"Macedonia, FYR",
1969-06-30,Malta,
1969-06-30,Mexico,
1969-06-30,Malaysia,
1969-06-30,Netherlands,
1969-06-30,Norway,
1969-06-30,New Zealand,
1969-06-30,Peru,
1969-06-30,Philippines,
1969-06-30,Poland,
1969-06-30,Portugal,
1969-06-30,Romania,
1969-06-30,Serbia,
1969-06-30,Russia,
1969-06-30,Sweden,
1969-06-30,Singapore,
1969-06-30,Slovenia,
1969-06-30,Slovak Republic,
1969-06-30,Thailand,
1969-06-30,Turkey,
1969-06-30,United States,
1969-06-30,Euro area,
1969-06-30,South Africa,70.69
1969-09-30,Emerging market economies,
1969-09-30,Advanced economies,
1969-09-30,United Arab Emirates,
1969-09-30,Austria,
1969-09-30,Australia,
1969-09-30,Belgium,
1969-09-30,Bulgaria,
1969-09-30,Brazil,
1969-09-30,Canada,
1969-09-30,Switzerland,
1969-09-30,Chile,
1969-09-30,China,
1969-09-30,Colombia,
1969-09-30,Cyprus,
1969-09-30,Czech Republic,
1969-09-30,Germany,
1969-09-30,Denmark,
1969-09-30,Estonia,
1969-09-30,Spain,
1969-09-30,Finland,
1969-09-30,France,
1969-09-30,United Kingdom,22.59
1969-09-30,Greece,
1969-09-30,Hong Kong SAR,
1969-09-30,Croatia,
1969-09-30,Hungary,
1969-09-30,Indonesia,
1969-09-30,Ireland,
1969-09-30,Israel,
1969-09-30,India,
1969-09-30,Iceland,
1969-09-30,Italy,
1969-09-30,Japan,
1969-09-30,Korea,
1969-09-30,Lithuania,
1969-09-30,Luxembourg,
1969-09-30,Latvia,
1969-09-30,Morocco,
1969-09-30,"Macedonia, FYR",
1969-09-30,Malta,
1969-09-30,Mexico,
1969-09-30,Malaysia,
1969-09-30,Netherlands,
1969-09-30,Norway,
1969-09-30,New Zealand,
1969-09-30,Peru,
1969-09-30,Philippines,
1969-09-30,Poland,
1969-09-30,Portugal,
1969-09-30,Romania,
1969-09-30,Serbia,
1969-09-30,Russia,
1969-09-30,Sweden,
1969-09-30,Singapore,
1969-09-30,Slovenia,
1969-09-30,Slovak Republic,
1969-09-30,Thailand,
1969-09-30,Turkey,
1969-09-30,United States,
1969-09-30,Euro area,
1969-09-30,South Africa,72.35
1969-12-31,Emerging market economies,
1969-12-31,Advanced economies,
1969-12-31,United Arab Emirates,
1969-12-31,Austria,
1969-12-31,Australia,
1969-12-31,Belgium,
1969-12-31,Bulgaria,
1969-12-31,Brazil,
1969-12-31,Canada,
1969-12-31,Switzerland,
1969-12-31,Chile,
1969-12-31,China,
1969-12-31,Colombia,
1969-12-31,Cyprus,
1969-12-31,Czech Republic,
1969-12-31,Germany,
1969-12-31,Denmark,
1969-12-31,Estonia,
1969-12-31,Spain,
1969-12-31,Finland,
1969-12-31,France,
1969-12-31,United Kingdom,22.79
1969-12-31,Greece,
1969-12-31,Hong Kong SAR,
1969-12-31,Croatia,
1969-12-31,Hungary,
1969-12-31,Indonesia,
1969-12-31,Ireland,
1969-12-31,Israel,
1969-12-31,India,
1969-12-31,Iceland,
1969-12-31,Italy,
1969-12-31,Japan,
1969-12-31,Korea,
1969-12-31,Lithuania,
1969-12-31,Luxembourg,
1969-12-31,Latvia,
1969-12-31,Morocco,
1969-12-31,"Macedonia, FYR",
1969-12-31,Malta,
1969-12-31,Mexico,
1969-12-31,Malaysia,
1969-12-31,Netherlands,
1969-12-31,Norway,
1969-12-31,New Zealand,
1969-12-31,Peru,
1969-12-31,Philippines,
1969-12-31,Poland,
1969-12-31,Portugal,
1969-12-31,Romania,
1969-12-31,Serbia,
1969-12-31,Russia,
1969-12-31,Sweden,
1969-12-31,Singapore,
1969-12-31,Slovenia,
1969-12-31,Slovak Republic,
1969-12-31,Thailand,
1969-12-31,Turkey,
1969-12-31,United States,
1969-12-31,Euro area,
1969-12-31,South Africa,73.34
1970-03-31,Emerging market economies,
1970-03-31,Advanced economies,
1970-03-31,United Arab Emirates,
1970-03-31,Austria,
1970-03-31,Australia,
1970-03-31,Belgium,
1970-03-31,Bulgaria,
1970-03-31,Brazil,
1970-03-31,Canada,37.07
1970-03-31,Switzerland,77.63
1970-03-31,Chile,
1970-03-31,China,
1970-03-31,Colombia,
1970-03-31,Cyprus,
1970-03-31,Czech Republic,
1970-03-31,Germany,
1970-03-31,Denmark,
1970-03-31,Estonia,
1970-03-31,Spain,
1970-03-31,Finland,
1970-03-31,France,
1970-03-31,United Kingdom,22.41
1970-03-31,Greece,
1970-03-31,Hong Kong SAR,
1970-03-31,Croatia,
1970-03-31,Hungary,
1970-03-31,Indonesia,
1970-03-31,Ireland,
1970-03-31,Israel,
1970-03-31,India,
1970-03-31,Iceland,
1970-03-31,Italy,
1970-03-31,Japan,
1970-03-31,Korea,
1970-03-31,Lithuania,
1970-03-31,Luxembourg,
1970-03-31,Latvia,
1970-03-31,Morocco,
1970-03-31,"Macedonia, FYR",
1970-03-31,Malta,
1970-03-31,Mexico,
1970-03-31,Malaysia,
1970-03-31,Netherlands,
1970-03-31,Norway,
1970-03-31,New Zealand,
1970-03-31,Peru,
1970-03-31,Philippines,
1970-03-31,Poland,
1970-03-31,Portugal,
1970-03-31,Romania,
1970-03-31,Serbia,
1970-03-31,Russia,
1970-03-31,Sweden,
1970-03-31,Singapore,
1970-03-31,Slovenia,
1970-03-31,Slovak Republic,
1970-03-31,Thailand,
1970-03-31,Turkey,
1970-03-31,United States,
1970-03-31,Euro area,
1970-03-31,South Africa,76.73
1970-06-30,Emerging market economies,
1970-06-30,Advanced economies,
1970-06-30,United Arab Emirates,
1970-06-30,Austria,
1970-06-30,Australia,
1970-06-30,Belgium,
1970-06-30,Bulgaria,
1970-06-30,Brazil,
1970-06-30,Canada,36.89
1970-06-30,Switzerland,76.55
1970-06-30,Chile,
1970-06-30,China,
1970-06-30,Colombia,
1970-06-30,Cyprus,
1970-06-30,Czech Republic,
1970-06-30,Germany,
1970-06-30,Denmark,
1970-06-30,Estonia,
